,0
2142,1.0
2143,9.0
2144,3.0
2145,7.0
2146,2.0
2147,7.0
2148,9.0
2149,6.0
2150,9.0
2151,5.0
2152,7.0
2153,8.0
2154,5.0
2155,9.0
2156,8.0
2157,3.0
2158,9.0
2159,8.0
2160,0.0
2161,5.0
2162,5.0
2163,7.0
2164,1.0
2165,2.0
2166,0.0
2167,7.0
2168,5.0
2169,8.0
2170,2.0
2171,2.0
2172,5.0
2173,3.0
2174,9.0
2175,3.0
2176,1.0
2177,9.0
2178,3.0
2179,1.0
2180,4.0
2181,3.0
2182,4.0
2183,4.0
2184,9.0
2185,0.0
2186,9.0
2187,5.0
2188,9.0
2189,2.0
2190,9.0
2191,4.0
2192,0.0
2193,2.0
2194,8.0
2195,4.0
2196,8.0
2197,6.0
2198,8.0
2199,2.0
2200,0.0
2201,5.0
2202,9.0
2203,6.0
2204,9.0
2205,5.0
2206,1.0
2207,3.0
2208,4.0
2209,4.0
2210,2.0
2211,7.0
2212,2.0
2213,4.0
2214,4.0
2215,0.0
2216,2.0
2217,8.0
2218,4.0
2219,5.0
2220,1.0
2221,2.0
2222,6.0
2223,8.0
2224,1.0
2225,7.0
2226,2.0
2227,8.0
2228,7.0
2229,4.0
2230,3.0
2231,3.0
2232,0.0
2233,3.0
2234,7.0
2235,2.0
2236,5.0
2237,6.0
2238,1.0
2239,7.0
2240,9.0
2241,0.0
2242,2.0
2243,3.0
2244,9.0
2245,8.0
2246,9.0
2247,5.0
2248,0.0
2249,0.0
2250,7.0
2251,6.0
2252,3.0
2253,3.0
2254,8.0
2255,1.0
2256,4.0
2257,0.0
2258,1.0
2259,5.0
2260,4.0
2261,3.0
2262,2.0
2263,6.0
2264,0.0
2265,8.0
2266,8.0
2267,6.0
2268,3.0
2269,3.0
2270,2.0
2271,9.0
2272,7.0
2273,5.0
2274,1.0
2275,6.0
2276,0.0
2277,5.0
2278,9.0
2279,9.0
2280,4.0
2281,5.0
2282,9.0
2283,4.0
2284,8.0
2285,3.0
2286,3.0
2287,2.0
2288,5.0
2289,1.0
2290,9.0
2291,5.0
2292,5.0
2293,8.0
2294,1.0
2295,8.0
2296,9.0
2297,7.0
2298,0.0
2299,6.0
2300,3.0
2301,2.0
2302,0.0
2303,2.0
2304,6.0
2305,9.0
2306,3.0
2307,9.0
2308,1.0
2309,6.0
2310,6.0
2311,7.0
2312,2.0
2313,6.0
2314,3.0
2315,2.0
2316,5.0
2317,5.0
2318,2.0
2319,7.0
2320,5.0
2321,2.0
2322,0.0
2323,8.0
2324,0.0
2325,7.0
2326,7.0
2327,1.0
2328,7.0
2329,4.0
2330,0.0
2331,2.0
2332,2.0
2333,6.0
2334,1.0
2335,5.0
2336,9.0
2337,7.0
2338,6.0
2339,2.0
2340,7.0
2341,0.0
2342,5.0
2343,6.0
2344,0.0
2345,1.0
2346,1.0
2347,8.0
2348,4.0
2349,5.0
2350,3.0
2351,1.0
2352,2.0
2353,4.0
2354,8.0
2355,9.0
2356,8.0
2357,1.0
2358,7.0
2359,2.0
2360,7.0
2361,2.0
2362,3.0
2363,2.0
2364,6.0
2365,7.0
2366,9.0
2367,4.0
2368,0.0
2369,1.0
2370,0.0
2371,4.0
2372,5.0
2373,0.0
2374,8.0
2375,0.0
2376,7.0
2377,6.0
2378,1.0
2379,0.0
2380,8.0
2381,5.0
2382,9.0
2383,2.0
2384,5.0
2385,4.0
2386,4.0
2387,9.0
2388,0.0
2389,6.0
2390,1.0
2391,2.0
2392,5.0
2393,1.0
2394,6.0
2395,7.0
2396,1.0
2397,5.0
2398,8.0
2399,8.0
2400,0.0
2401,3.0
2402,9.0
2403,4.0
2404,0.0
2405,3.0
2406,4.0
2407,9.0
2408,2.0
2409,4.0
2410,3.0
2411,0.0
2412,6.0
2413,4.0
2414,5.0
2415,6.0
2416,6.0
2417,7.0
2418,8.0
2419,4.0
2420,8.0
2421,8.0
2422,3.0
2423,2.0
2424,8.0
2425,0.0
2426,2.0
2427,5.0
2428,6.0
2429,8.0
2430,7.0
2431,8.0
2432,9.0
2433,9.0
2434,0.0
2435,6.0
2436,6.0
2437,8.0
2438,1.0
2439,1.0
2440,7.0
2441,4.0
2442,4.0
2443,2.0
2444,3.0
2445,6.0
2446,9.0
2447,6.0
2448,2.0
2449,4.0
2450,1.0
2451,8.0
2452,2.0
2453,3.0
2454,1.0
2455,6.0
2456,8.0
2457,6.0
2458,8.0
2459,5.0
2460,9.0
2461,0.0
2462,1.0
2463,0.0
2464,2.0
2465,9.0
2466,2.0
2467,9.0
2468,0.0
2469,9.0
2470,7.0
2471,8.0
2472,5.0
2473,0.0
2474,6.0
2475,6.0
2476,8.0
2477,1.0
2478,6.0
2479,5.0
2480,8.0
2481,7.0
2482,9.0
2483,2.0
2484,1.0
2485,6.0
2486,7.0
2487,5.0
2488,6.0
2489,3.0
2490,0.0
2491,9.0
2492,8.0
2493,9.0
2494,5.0
2495,9.0
2496,9.0
2497,9.0
2498,3.0
2499,6.0
2500,4.0
2501,4.0
2502,8.0
2503,8.0
2504,1.0
2505,7.0
2506,3.0
2507,0.0
2508,6.0
2509,2.0
2510,4.0
2511,8.0
2512,2.0
2513,2.0
2514,9.0
2515,2.0
2516,2.0
2517,9.0
2518,7.0
2519,4.0
2520,1.0
2521,9.0
2522,1.0
2523,4.0
2524,3.0
2525,5.0
2526,3.0
2527,8.0
2528,9.0
2529,3.0
2530,6.0
2531,2.0
2532,0.0
2533,8.0
2534,9.0
2535,0.0
2536,5.0
2537,1.0
2538,5.0
2539,8.0
2540,2.0
2541,1.0
2542,2.0
2543,3.0
2544,2.0
2545,4.0
2546,8.0
2547,4.0
2548,0.0
2549,6.0
2550,4.0
2551,2.0
2552,9.0
2553,8.0
2554,4.0
2555,7.0
2556,6.0
2557,2.0
2558,4.0
2559,7.0
2560,7.0
2561,6.0
2562,4.0
2563,2.0
2564,2.0
2565,3.0
2566,2.0
2567,4.0
2568,9.0
2569,0.0
2570,0.0
2571,9.0
2572,6.0
2573,5.0
2574,8.0
2575,5.0
2576,2.0
2577,4.0
2578,8.0
2579,8.0
2580,6.0
2581,4.0
2582,5.0
2583,7.0
2584,6.0
2585,3.0
2586,7.0
2587,0.0
2588,4.0
2589,0.0
2590,5.0
2591,8.0
2592,2.0
2593,8.0
2594,0.0
2595,4.0
2596,9.0
2597,2.0
2598,3.0
2599,6.0
2600,8.0
2601,1.0
2602,6.0
2603,0.0
2604,8.0
2605,4.0
2606,3.0
2607,1.0
2608,4.0
2609,5.0
2610,2.0
2611,4.0
2612,3.0
2613,6.0
2614,0.0
2615,7.0
2616,1.0
2617,3.0
2618,5.0
2619,7.0
2620,1.0
2621,8.0
2622,0.0
2623,4.0
2624,8.0
2625,2.0
2626,7.0
2627,7.0
2628,0.0
2629,2.0
2630,2.0
2631,4.0
2632,3.0
2633,3.0
2634,1.0
2635,6.0
2636,1.0
2637,6.0
2638,4.0
2639,6.0
2640,7.0
2641,4.0
2642,7.0
2643,3.0
2644,8.0
2645,1.0
2646,3.0
2647,1.0
2648,4.0
2649,6.0
2650,5.0
2651,5.0
2652,7.0
2653,4.0
2654,5.0
2655,4.0
2656,9.0
2657,7.0
2658,7.0
2659,2.0
2660,3.0
2661,3.0
2662,6.0
2663,7.0
2664,4.0
2665,1.0
2666,6.0
2667,1.0
2668,0.0
2669,6.0
2670,9.0
2671,6.0
2672,0.0
2673,2.0
2674,0.0
2675,2.0
2676,4.0
2677,7.0
2678,0.0
2679,0.0
2680,0.0
2681,0.0
2682,7.0
2683,5.0
2684,3.0
2685,2.0
2686,7.0
2687,8.0
2688,5.0
2689,5.0
2690,2.0
2691,2.0
2692,8.0
2693,9.0
2694,1.0
2695,2.0
2696,2.0
2697,0.0
2698,3.0
2699,4.0
2700,9.0
2701,1.0
2702,6.0
2703,9.0
2704,0.0
2705,8.0
2706,3.0
2707,6.0
2708,4.0
2709,6.0
2710,7.0
2711,5.0
2712,1.0
2713,8.0
2714,9.0
2715,0.0
2716,5.0
2717,0.0
2718,5.0
2719,4.0
2720,3.0
2721,8.0
2722,5.0
2723,2.0
2724,0.0
2725,8.0
2726,5.0
2727,9.0
2728,2.0
2729,5.0
2730,6.0
2731,5.0
2732,7.0
2733,3.0
2734,7.0
2735,2.0
2736,8.0
2737,8.0
2738,4.0
2739,2.0
2740,1.0
2741,6.0
2742,2.0
2743,9.0
2744,9.0
2745,8.0
2746,2.0
2747,3.0
2748,1.0
2749,0.0
2750,5.0
2751,2.0
2752,3.0
2753,7.0
2754,9.0
2755,5.0
2756,9.0
2757,1.0
2758,1.0
2759,3.0
2760,2.0
2761,7.0
2762,4.0
2763,4.0
2764,1.0
2765,9.0
2766,4.0
2767,5.0
2768,5.0
2769,2.0
2770,7.0
2771,7.0
2772,6.0
2773,1.0
2774,2.0
2775,3.0
2776,7.0
2777,5.0
2778,4.0
2779,3.0
2780,7.0
2781,7.0
2782,0.0
2783,0.0
2784,1.0
2785,4.0
2786,4.0
2787,3.0
2788,7.0
2789,9.0
2790,8.0
2791,7.0
2792,0.0
2793,9.0
2794,0.0
2795,3.0
2796,7.0
2797,6.0
2798,3.0
2799,8.0
2800,4.0
2801,5.0
2802,6.0
2803,5.0
2804,3.0
2805,4.0
2806,2.0
2807,9.0
2808,2.0
2809,4.0
2810,9.0
2811,2.0
2812,0.0
2813,1.0
2814,1.0
2815,3.0
2816,7.0
2817,9.0
2818,5.0
2819,1.0
2820,6.0
2821,0.0
2822,3.0
2823,3.0
2824,7.0
2825,2.0
2826,4.0
2827,5.0
2828,2.0
2829,3.0
2830,6.0
2831,3.0
2832,3.0
2833,0.0
2834,4.0
2835,4.0
2836,3.0
2837,8.0
2838,1.0
2839,2.0
2840,3.0
2841,2.0
2842,7.0
2843,1.0
2844,4.0
2845,5.0
2846,6.0
2847,8.0
2848,6.0
2849,6.0
2850,5.0
2851,4.0
2852,2.0
2853,9.0
2854,9.0
2855,3.0
2856,2.0
2857,0.0
2858,4.0
2859,1.0
2860,5.0
2861,5.0
2862,6.0
2863,6.0
2864,5.0
2865,6.0
2866,9.0
2867,7.0
2868,9.0
2869,4.0
2870,8.0
2871,3.0
2872,1.0
2873,9.0
2874,8.0
2875,1.0
2876,9.0
2877,0.0
2878,3.0
2879,0.0
2880,4.0
2881,7.0
2882,7.0
2883,2.0
2884,6.0
2885,5.0
2886,6.0
2887,9.0
2888,7.0
2889,7.0
2890,5.0
2891,7.0
2892,0.0
2893,8.0
2894,6.0
2895,7.0
2896,8.0
2897,3.0
2898,8.0
2899,9.0
2900,3.0
2901,2.0
2902,9.0
2903,2.0
2904,7.0
2905,4.0
2906,1.0
2907,9.0
2908,7.0
2909,0.0
2910,8.0
2911,1.0
2912,2.0
2913,0.0
2914,6.0
2915,5.0
2916,1.0
2917,4.0
2918,2.0
2919,8.0
2920,2.0
2921,8.0
2922,3.0
2923,3.0
2924,1.0
2925,4.0
2926,9.0
2927,8.0
2928,1.0
2929,1.0
2930,7.0
2931,9.0
2932,9.0
2933,4.0
2934,6.0
2935,8.0
2936,5.0
2937,3.0
2938,2.0
2939,2.0
2940,3.0
2941,8.0
2942,5.0
2943,1.0
2944,9.0
2945,7.0
2946,9.0
2947,1.0
2948,5.0
2949,3.0
2950,1.0
2951,0.0
2952,3.0
2953,8.0
2954,9.0
2955,2.0
2956,0.0
2957,8.0
2958,0.0
2959,7.0
2960,9.0
2961,4.0
2962,8.0
2963,3.0
2964,0.0
2965,7.0
2966,0.0
2967,7.0
2968,0.0
2969,5.0
2970,5.0
2971,4.0
2972,3.0
2973,0.0
2974,9.0
2975,9.0
2976,0.0
2977,2.0
2978,2.0
2979,0.0
2980,8.0
2981,4.0
2982,4.0
2983,5.0
2984,2.0
2985,2.0
2986,1.0
2987,1.0
2988,5.0
2989,5.0
2990,4.0
2991,3.0
2992,4.0
2993,0.0
2994,8.0
2995,4.0
2996,8.0
2997,2.0
2998,5.0
2999,6.0
3000,5.0
3001,1.0
3002,7.0
3003,2.0
3004,4.0
3005,0.0
3006,5.0
3007,6.0
3008,8.0
3009,7.0
3010,6.0
3011,3.0
3012,1.0
3013,3.0
3014,6.0
3015,6.0
3016,4.0
3017,5.0
3018,5.0
3019,5.0
3020,1.0
3021,8.0
3022,7.0
3023,3.0
3024,0.0
3025,2.0
3026,5.0
3027,1.0
3028,1.0
3029,1.0
3030,6.0
3031,7.0
3032,2.0
3033,1.0
3034,2.0
3035,3.0
3036,9.0
3037,8.0
3038,3.0
3039,1.0
3040,7.0
3041,4.0
3042,8.0
3043,4.0
3044,7.0
3045,5.0
3046,8.0
3047,6.0
3048,0.0
3049,3.0
3050,0.0
3051,8.0
3052,3.0
3053,4.0
3054,4.0
3055,9.0
3056,4.0
3057,6.0
3058,1.0
3059,5.0
3060,7.0
3061,7.0
3062,9.0
3063,0.0
3064,1.0
3065,3.0
3066,1.0
3067,3.0
3068,2.0
3069,4.0
3070,0.0
3071,7.0
3072,8.0
3073,3.0
3074,1.0
3075,6.0
3076,2.0
3077,1.0
3078,8.0
3079,8.0
3080,1.0
3081,9.0
3082,7.0
3083,5.0
3084,3.0
3085,2.0
3086,9.0
3087,0.0
3088,6.0
3089,8.0
3090,4.0
3091,1.0
3092,5.0
3093,7.0
3094,2.0
3095,4.0
3096,7.0
3097,0.0
3098,4.0
3099,9.0
3100,0.0
3101,7.0
3102,0.0
3103,6.0
3104,7.0
3105,1.0
3106,8.0
3107,5.0
3108,8.0
3109,8.0
3110,7.0
3111,0.0
3112,0.0
3113,3.0
3114,2.0
3115,5.0
3116,7.0
3117,0.0
3118,6.0
3119,4.0
3120,4.0
3121,9.0
3122,1.0
3123,8.0
3124,6.0
3125,3.0
3126,9.0
3127,4.0
3128,9.0
3129,3.0
3130,3.0
3131,7.0
3132,5.0
3133,9.0
3134,7.0
3135,7.0
3136,4.0
3137,5.0
3138,8.0
3139,2.0
3140,8.0
3141,9.0
3142,5.0
3143,3.0
3144,1.0
3145,9.0
3146,2.0
3147,2.0
3148,0.0
3149,1.0
3150,1.0
3151,8.0
3152,1.0
3153,1.0
3154,9.0
3155,8.0
3156,9.0
3157,9.0
3158,0.0
3159,2.0
3160,6.0
3161,9.0
3162,1.0
3163,9.0
3164,0.0
3165,1.0
3166,9.0
3167,2.0
3168,9.0
3169,9.0
3170,9.0
3171,0.0
3172,9.0
3173,9.0
3174,2.0
3175,1.0
3176,7.0
3177,0.0
3178,5.0
3179,6.0
3180,3.0
3181,9.0
3182,8.0
3183,3.0
3184,0.0
3185,2.0
3186,7.0
3187,7.0
3188,4.0
3189,8.0
3190,3.0
3191,0.0
3192,5.0
3193,2.0
3194,3.0
3195,5.0
3196,7.0
3197,6.0
3198,6.0
3199,6.0
3200,5.0
3201,6.0
3202,5.0
3203,4.0
3204,5.0
3205,8.0
3206,8.0
3207,0.0
3208,9.0
3209,7.0
3210,9.0
3211,0.0
3212,6.0
3213,9.0
3214,6.0
3215,1.0
3216,4.0
3217,7.0
3218,9.0
3219,0.0
3220,3.0
3221,5.0
3222,4.0
3223,7.0
3224,6.0
3225,9.0
3226,8.0
3227,2.0
3228,3.0
3229,9.0
3230,3.0
3231,3.0
3232,7.0
3233,8.0
3234,3.0
3235,5.0
3236,5.0
3237,9.0
3238,6.0
3239,1.0
3240,4.0
3241,7.0
3242,4.0
3243,8.0
3244,7.0
3245,7.0
3246,1.0
3247,3.0
3248,0.0
3249,3.0
3250,2.0
3251,5.0
3252,4.0
3253,9.0
3254,3.0
3255,5.0
3256,4.0
3257,7.0
3258,0.0
3259,3.0
3260,7.0
3261,0.0
3262,2.0
3263,1.0
3264,5.0
3265,8.0
3266,7.0
3267,3.0
3268,5.0
3269,7.0
3270,8.0
3271,5.0
3272,7.0
3273,8.0
3274,1.0
3275,5.0
3276,4.0
3277,7.0
3278,0.0
3279,8.0
3280,3.0
3281,2.0
3282,9.0
3283,7.0
3284,4.0
3285,1.0
3286,6.0
3287,5.0
3288,9.0
3289,8.0
3290,5.0
3291,5.0
3292,4.0
3293,1.0
3294,0.0
3295,9.0
3296,4.0
3297,4.0
3298,3.0
3299,0.0
3300,4.0
3301,8.0
3302,0.0
3303,8.0
3304,2.0
3305,9.0
3306,5.0
3307,9.0
3308,7.0
3309,4.0
3310,6.0
3311,7.0
3312,9.0
3313,2.0
3314,9.0
3315,3.0
3316,7.0
3317,7.0
3318,8.0
3319,2.0
3320,2.0
3321,0.0
3322,2.0
3323,5.0
3324,3.0
3325,6.0
3326,4.0
3327,7.0
3328,2.0
3329,3.0
3330,7.0
3331,8.0
3332,7.0
3333,2.0
3334,5.0
3335,0.0
3336,0.0
3337,7.0
3338,0.0
3339,9.0
3340,6.0
3341,1.0
3342,0.0
3343,3.0
3344,9.0
3345,7.0
3346,4.0
3347,9.0
3348,1.0
3349,6.0
3350,8.0
3351,1.0
3352,2.0
3353,3.0
3354,3.0
3355,5.0
3356,4.0
3357,8.0
3358,9.0
3359,7.0
3360,4.0
3361,4.0
3362,1.0
3363,2.0
3364,4.0
3365,9.0
3366,8.0
3367,7.0
3368,9.0
3369,5.0
3370,1.0
3371,2.0
3372,1.0
3373,6.0
3374,6.0
3375,4.0
3376,5.0
3377,7.0
3378,4.0
3379,5.0
3380,8.0
3381,5.0
3382,2.0
3383,8.0
3384,7.0
3385,8.0
3386,2.0
3387,3.0
3388,6.0
3389,1.0
3390,3.0
3391,3.0
3392,1.0
3393,5.0
3394,1.0
3395,9.0
3396,0.0
3397,9.0
3398,2.0
3399,0.0
3400,6.0
3401,2.0
3402,4.0
3403,8.0
3404,5.0
3405,7.0
3406,6.0
3407,1.0
3408,2.0
3409,9.0
3410,4.0
3411,5.0
3412,0.0
3413,3.0
3414,3.0
3415,7.0
3416,7.0
3417,7.0
3418,1.0
3419,4.0
3420,5.0
3421,0.0
3422,2.0
3423,8.0
3424,5.0
3425,0.0
3426,0.0
3427,6.0
3428,2.0
3429,0.0
3430,8.0
3431,4.0
3432,5.0
3433,4.0
3434,5.0
3435,6.0
3436,4.0
3437,7.0
3438,9.0
3439,4.0
3440,2.0
3441,0.0
3442,6.0
3443,4.0
3444,0.0
3445,0.0
3446,6.0
3447,4.0
3448,6.0
3449,1.0
3450,9.0
3451,5.0
3452,5.0
3453,2.0
3454,2.0
3455,6.0
3456,3.0
3457,4.0
3458,5.0
3459,9.0
3460,1.0
3461,7.0
3462,2.0
3463,3.0
3464,9.0
3465,6.0
3466,5.0
3467,0.0
3468,2.0
3469,9.0
3470,7.0
3471,1.0
3472,7.0
3473,2.0
3474,2.0
3475,0.0
3476,8.0
3477,6.0
3478,4.0
3479,3.0
3480,2.0
3481,7.0
3482,7.0
3483,0.0
3484,4.0
3485,1.0
3486,6.0
3487,5.0
3488,1.0
3489,3.0
3490,0.0
3491,3.0
3492,9.0
3493,0.0
3494,0.0
3495,2.0
3496,5.0
3497,0.0
3498,4.0
3499,0.0
3500,1.0
3501,9.0
3502,8.0
3503,4.0
3504,9.0
3505,4.0
3506,2.0
3507,4.0
3508,3.0
3509,3.0
3510,4.0
3511,0.0
3512,4.0
3513,3.0
3514,2.0
3515,8.0
3516,9.0
3517,1.0
3518,5.0
3519,8.0
3520,1.0
3521,8.0
3522,2.0
3523,4.0
3524,5.0
3525,2.0
3526,4.0
3527,1.0
3528,1.0
3529,6.0
3530,6.0
3531,8.0
3532,5.0
3533,2.0
3534,2.0
3535,5.0
3536,0.0
3537,8.0
3538,2.0
3539,3.0
3540,6.0
3541,2.0
3542,9.0
3543,6.0
3544,1.0
3545,4.0
3546,5.0
3547,9.0
3548,0.0
3549,1.0
3550,0.0
3551,0.0
3552,8.0
3553,1.0
3554,1.0
3555,6.0
3556,6.0
3557,9.0
3558,5.0
3559,4.0
3560,1.0
3561,7.0
3562,8.0
3563,6.0
3564,9.0
3565,1.0
3566,7.0
3567,6.0
3568,0.0
3569,9.0
3570,3.0
3571,5.0
3572,3.0
3573,2.0
3574,5.0
3575,3.0
3576,4.0
3577,9.0
3578,7.0
3579,1.0
3580,4.0
3581,4.0
3582,6.0
3583,1.0
3584,3.0
3585,8.0
3586,8.0
3587,0.0
3588,6.0
3589,7.0
3590,7.0
3591,6.0
3592,7.0
3593,2.0
3594,3.0
3595,2.0
3596,2.0
3597,6.0
3598,2.0
3599,7.0
3600,4.0
3601,0.0
3602,3.0
3603,6.0
3604,2.0
3605,6.0
3606,3.0
3607,3.0
3608,0.0
3609,9.0
3610,5.0
3611,1.0
3612,1.0
3613,5.0
3614,3.0
3615,6.0
3616,4.0
3617,3.0
3618,4.0
3619,1.0
3620,0.0
3621,4.0
3622,5.0
3623,5.0
3624,2.0
3625,8.0
3626,9.0
3627,4.0
3628,3.0
3629,1.0
3630,8.0
3631,0.0
3632,1.0
3633,3.0
3634,3.0
3635,4.0
3636,4.0
3637,2.0
3638,9.0
3639,7.0
3640,6.0
3641,8.0
3642,1.0
3643,8.0
3644,9.0
3645,1.0
3646,3.0
3647,1.0
3648,7.0
3649,3.0
3650,0.0
3651,0.0
3652,2.0
3653,8.0
3654,3.0
3655,9.0
3656,2.0
3657,7.0
3658,2.0
3659,6.0
3660,0.0
3661,1.0
3662,6.0
3663,1.0
3664,6.0
3665,7.0
3666,5.0
3667,5.0
3668,2.0
3669,5.0
3670,9.0
3671,4.0
3672,0.0
3673,2.0
3674,3.0
3675,4.0
3676,9.0
3677,4.0
3678,1.0
3679,0.0
3680,0.0
3681,2.0
3682,3.0
3683,8.0
3684,9.0
3685,2.0
3686,8.0
3687,9.0
3688,5.0
3689,7.0
3690,9.0
3691,1.0
3692,4.0
3693,6.0
3694,2.0
3695,8.0
3696,4.0
3697,4.0
3698,8.0
3699,9.0
3700,3.0
3701,1.0
3702,1.0
3703,6.0
3704,5.0
3705,8.0
3706,4.0
3707,6.0
3708,4.0
3709,5.0
3710,2.0
3711,6.0
3712,4.0
3713,2.0
3714,3.0
3715,1.0
3716,3.0
3717,6.0
3718,8.0
3719,5.0
3720,2.0
3721,2.0
3722,7.0
3723,1.0
3724,6.0
3725,2.0
3726,5.0
3727,9.0
3728,2.0
3729,8.0
3730,1.0
3731,6.0
3732,9.0
3733,2.0
3734,7.0
3735,5.0
3736,3.0
3737,2.0
3738,9.0
3739,7.0
3740,0.0
3741,2.0
3742,9.0
3743,3.0
3744,4.0
3745,1.0
3746,7.0
3747,9.0
3748,5.0
3749,8.0
3750,9.0
3751,7.0
3752,3.0
3753,4.0
3754,0.0
3755,9.0
3756,7.0
3757,4.0
3758,2.0
3759,4.0
3760,7.0
3761,0.0
3762,1.0
3763,8.0
3764,1.0
3765,0.0
3766,4.0
3767,6.0
3768,1.0
3769,9.0
3770,9.0
3771,2.0
3772,1.0
3773,2.0
3774,5.0
3775,6.0
3776,9.0
3777,7.0
3778,7.0
3779,3.0
3780,4.0
3781,2.0
3782,0.0
3783,2.0
3784,5.0
3785,6.0
3786,7.0
3787,3.0
3788,7.0
3789,9.0
3790,4.0
3791,2.0
3792,0.0
3793,6.0
3794,1.0
3795,7.0
3796,5.0
3797,6.0
3798,5.0
3799,3.0
3800,9.0
3801,2.0
3802,7.0
3803,8.0
3804,5.0
3805,9.0
3806,5.0
3807,8.0
3808,5.0
3809,4.0
3810,3.0
3811,7.0
3812,9.0
3813,8.0
3814,1.0
3815,2.0
3816,2.0
3817,8.0
3818,9.0
3819,3.0
3820,0.0
3821,8.0
3822,4.0
3823,0.0
3824,2.0
3825,0.0
3826,1.0
3827,4.0
3828,1.0
3829,8.0
3830,5.0
3831,5.0
3832,7.0
3833,9.0
3834,8.0
3835,3.0
3836,7.0
3837,9.0
3838,1.0
3839,5.0
3840,6.0
3841,9.0
3842,8.0
3843,7.0
3844,2.0
3845,0.0
3846,9.0
3847,0.0
3848,8.0
3849,5.0
3850,9.0
3851,4.0
3852,2.0
3853,9.0
3854,8.0
3855,1.0
3856,9.0
3857,1.0
3858,8.0
3859,3.0
3860,7.0
3861,6.0
3862,4.0
3863,2.0
3864,3.0
3865,7.0
3866,0.0
3867,3.0
3868,5.0
3869,8.0
3870,8.0
3871,8.0
3872,7.0
3873,9.0
3874,6.0
3875,2.0
3876,7.0
3877,4.0
3878,5.0
3879,7.0
3880,6.0
3881,7.0
3882,1.0
3883,7.0
3884,3.0
3885,6.0
3886,8.0
3887,2.0
3888,6.0
3889,6.0
3890,7.0
3891,1.0
3892,5.0
3893,9.0
3894,7.0
3895,1.0
3896,7.0
3897,0.0
3898,1.0
3899,6.0
3900,3.0
3901,3.0
3902,9.0
3903,0.0
3904,1.0
3905,2.0
3906,3.0
3907,2.0
3908,2.0
3909,5.0
3910,4.0
3911,9.0
3912,8.0
3913,7.0
3914,4.0
3915,4.0
3916,9.0
3917,7.0
3918,6.0
3919,7.0
3920,7.0
3921,1.0
3922,2.0
3923,3.0
3924,5.0
3925,1.0
3926,9.0
3927,0.0
3928,3.0
3929,3.0
3930,1.0
3931,5.0
3932,6.0
3933,6.0
3934,2.0
3935,4.0
3936,6.0
3937,8.0
3938,8.0
3939,9.0
3940,6.0
3941,6.0
3942,1.0
3943,0.0
3944,7.0
3945,5.0
3946,8.0
3947,2.0
3948,1.0
3949,5.0
3950,8.0
3951,1.0
3952,4.0
3953,7.0
3954,5.0
3955,0.0
3956,3.0
3957,9.0
3958,9.0
3959,5.0
3960,2.0
3961,8.0
3962,4.0
3963,1.0
3964,9.0
3965,0.0
3966,4.0
3967,4.0
3968,8.0
3969,2.0
3970,9.0
3971,0.0
3972,7.0
3973,9.0
3974,8.0
3975,7.0
3976,1.0
3977,3.0
3978,2.0
3979,9.0
3980,9.0
3981,5.0
3982,9.0
3983,7.0
3984,6.0
3985,7.0
3986,7.0
3987,1.0
3988,1.0
3989,2.0
3990,4.0
3991,2.0
3992,0.0
3993,6.0
3994,8.0
3995,7.0
3996,6.0
3997,2.0
3998,2.0
3999,9.0
4000,8.0
4001,2.0
4002,4.0
4003,2.0
4004,0.0
4005,5.0
4006,8.0
4007,6.0
4008,8.0
4009,2.0
4010,7.0
4011,7.0
4012,3.0
4013,1.0
4014,8.0
4015,1.0
4016,6.0
4017,5.0
4018,9.0
4019,7.0
4020,8.0
4021,9.0
4022,6.0
4023,4.0
4024,8.0
4025,1.0
4026,9.0
4027,4.0
4028,0.0
4029,4.0
4030,1.0
4031,4.0
4032,3.0
4033,6.0
4034,2.0
4035,2.0
4036,7.0
4037,0.0
4038,0.0
4039,7.0
4040,0.0
4041,7.0
4042,4.0
4043,3.0
4044,6.0
4045,7.0
4046,7.0
4047,4.0
4048,5.0
4049,4.0
4050,3.0
4051,5.0
4052,5.0
4053,4.0
4054,7.0
4055,1.0
4056,0.0
4057,7.0
4058,7.0
4059,1.0
4060,6.0
4061,5.0
4062,0.0
4063,7.0
4064,7.0
4065,4.0
4066,6.0
4067,1.0
4068,8.0
4069,5.0
4070,9.0
4071,3.0
4072,5.0
4073,6.0
4074,2.0
4075,2.0
4076,7.0
4077,3.0
4078,5.0
4079,8.0
4080,1.0
4081,0.0
4082,6.0
4083,8.0
4084,7.0
4085,8.0
4086,8.0
4087,5.0
4088,7.0
4089,5.0
4090,4.0
4091,9.0
4092,7.0
4093,3.0
4094,3.0
4095,8.0
4096,8.0
4097,3.0
4098,9.0
4099,4.0
4100,7.0
4101,2.0
4102,0.0
4103,8.0
4104,0.0
4105,7.0
4106,3.0
4107,3.0
4108,2.0
4109,5.0
4110,2.0
4111,4.0
4112,4.0
4113,0.0
4114,4.0
4115,8.0
4116,2.0
4117,4.0
4118,0.0
4119,6.0
4120,4.0
4121,5.0
4122,6.0
4123,0.0
4124,8.0
4125,8.0
4126,0.0
4127,6.0
4128,1.0
4129,1.0
4130,6.0
4131,1.0
4132,4.0
4133,2.0
4134,1.0
4135,1.0
4136,2.0
4137,4.0
4138,4.0
4139,5.0
4140,5.0
